1$#Aiguamúrcia#$1
623$#Baix Pallars#$26
624$#Espot#$26
625$#Esterri d'Àneu#$26
626$#Esterri de Cardós#$26
627$#Farrera#$26
628$#Guingueta d'Àneu, la#$26
629$#Lladorre#$26
630$#Llavorsí#$26
631$#Rialp#$26
632$#Soriguera#$26
633$#Sort#$26
634$#Tírvia#$26
635$#Vall de Cardós#$26
636$#Banyoles#$28
637$#Camós#$28
638$#Cornellà del Terri#$28
639$#Crespià#$28
640$#Esponellà#$28
641$#Fontcoberta#$28
642$#Palol de Revardit#$28
643$#Porqueres#$28
644$#Sant Miquel de Campmajor#$28
645$#Serinyà#$28
646$#Vilademuls#$28
647$#Barbens#$27
648$#Bell-lloc d'Urgell#$27
649$#Bellvís#$27
650$#Castellnou de Seana#$27
651$#Fondarella#$27
652$#Golmés#$27
653$#Ivars d'Urgell#$27
654$#Linyola#$27
655$#Miralcamp#$27
656$#Mollerussa#$27
657$#Palau d'Anglesola, el#$27
658$#Poal, el#$27
659$#Sidamon#$27
660$#Torregrossa#$27
661$#Vilanova de Bellpuig#$27
662$#Vila-sana#$27
663$#Bellmunt del Priorat#$29
664$#Bisbal de Falset, la#$29
665$#Cabacés#$29
666$#Capçanes#$29
667$#Cornudella de Montsant#$29
668$#Falset#$29
669$#Figuera, la#$29
670$#Gratallops#$29
671$#Guiamets, els#$29
672$#Lloar, el#$29
673$#Marçà#$29
674$#Margalef#$29
675$#Masroig, el#$29
676$#Molar, el#$29
677$#Morera de Montsant, la#$29
678$#Poboleda#$29
679$#Porrera#$29
680$#Pradell de la Teixeta#$29
681$#Torre de Fontaubella, la#$29
682$#Torroja del Priorat#$29
683$#Ulldemolins#$29
684$#Vilella Alta, la#$29
685$#Vilella Baixa, la#$29
686$#Ascó#$30
687$#Benissanet#$30
688$#Flix#$30
689$#Garcia#$30
690$#Ginestar#$30
691$#Miravet#$30
692$#Móra d'Ebre#$30
693$#Móra la Nova#$30
694$#Palma d'Ebre, la#$30
695$#Rasquera#$30
696$#Riba-roja d'Ebre#$30
697$#Tivissa#$30
698$#Torre de l'Espanyol, la#$30
699$#Vinebre#$30
700$#Campdevànol#$31
701$#Campelles#$31
702$#Camprodon#$31
703$#Gombrèn#$31
704$#Llanars#$31
705$#Llosses, les#$31
706$#Molló#$31
707$#Ogassa#$31
708$#Pardines#$31
709$#Planoles#$31
710$#Queralbs#$31
711$#Ribes de Freser#$31
712$#Ripoll#$31
713$#Sant Joan de les Abadesses#$31
714$#Sant Pau de Segúries#$31
715$#Setcases#$31
716$#Toses#$31
717$#Vallfogona de Ripollès#$31
718$#Vilallonga de Ter#$31
719$#Biosca#$32
720$#Cervera#$32
721$#Estaràs#$32
722$#Granyanella#$32
723$#Granyena de Segarra#$32
724$#Guissona#$32
725$#Ivorra#$32
726$#Massoteres#$32
727$#Montoliu de Segarra#$32
728$#Montornès de Segarra#$32
729$#Oluges, les#$32
730$#Plans de Sió, els#$32
731$#Ribera d'Ondara#$32
732$#Sanaüja#$32
733$#Sant Guim de Freixenet#$32
734$#Sant Guim de la Plana#$32
735$#Sant Ramon#$32
736$#Talavera#$32
737$#Tarroja de Segarra#$32
738$#Torà#$32
739$#Torrefeta i Florejacs#$32
740$#Aitona#$33
741$#Alamús, els#$33
742$#Albatàrrec#$33
743$#Alcanó#$33
744$#Alcarràs#$33
745$#Alcoletge#$33
746$#Alfarràs#$33
747$#Alfés#$33
748$#Alguaire#$33
749$#Almacelles#$33
750$#Almatret#$33
751$#Almenar#$33
752$#Alpicat#$33
753$#Artesa de Lleida#$33
754$#Aspa#$33
755$#Benavent de Segrià#$33
756$#Corbins#$33
757$#Gimenells i el Pla de la Font#$33
758$#Granja d'Escarp, la#$33
759$#Llardecans#$33
760$#Lleida#$33
761$#Maials#$33
762$#Massalcoreig#$33
763$#Montoliu de Lleida#$33
764$#Portella, la#$33
765$#Puigverd de Lleida#$33
766$#Rosselló#$33
767$#Sarroca de Lleida#$33
768$#Seròs#$33
769$#Soses#$33
770$#Sudanell#$33
771$#Sunyer#$33
772$#Torrebesses#$33
773$#Torrefarrera#$33
774$#Torres de Segre#$33
775$#Torre-serona#$33
776$#Vilanova de la Barca#$33
777$#Vilanova de Segrià#$33
778$#Amer#$34
779$#Anglès#$34
780$#Arbúcies#$34
781$#Blanes#$34
782$#Breda#$34
783$#Brunyola#$34
784$#Caldes de Malavella#$34
785$#Cellera de Ter, la#$34
786$#Fogars de la Selva#$34
787$#Hostalric#$34
788$#Lloret de Mar#$34
789$#Massanes#$34
790$#Maçanet de la Selva#$34
791$#Osor#$34
792$#Riells i Viabrea#$34
793$#Riudarenes#$34
794$#Riudellots de la Selva#$34
795$#Sant Feliu de Buixalleu#$34
796$#Sant Hilari Sacalm#$34
797$#Sant Julià del Llor i Bonmatí#$34
798$#Santa Coloma de Farners#$34
799$#Sils#$34
800$#Susqueda#$34
801$#Tossa de Mar#$34
802$#Vidreres#$34
803$#Vilobí d'Onyar#$34
804$#Castellar de la Ribera#$35
805$#Clariana de Cardener#$35
806$#Coma i la Pedra, la#$35
807$#Guixers#$35
808$#Lladurs#$35
809$#Llobera#$35
810$#Molsosa, la#$35
811$#Navès#$35
812$#Odèn#$35
813$#Olius#$35
814$#Pinell de Solsonès#$35
815$#Pinós#$35
816$#Riner#$35
817$#Sant Llorenç de Morunys#$35
818$#Solsona#$35
819$#Altafulla#$36
820$#Canonja, la#$36
821$#Catllar, el#$36
822$#Constantí#$36
823$#Creixell#$36
824$#Morell, el#$36
825$#Nou de Gaià, la#$36
826$#Pallaresos, els#$36
827$#Perafort#$36
828$#Pobla de Mafumet, la#$36
829$#Pobla de Montornès, la#$36
830$#Renau#$36
831$#Riera de Gaià, la#$36
832$#Roda de Barà#$36
833$#Salomó#$36
834$#Salou#$36
835$#Secuita, la#$36
836$#Tarragona#$36
837$#Torredembarra#$36
838$#Vespella de Gaià#$36
839$#Vila-seca#$36
840$#Vilallonga del Camp#$36
841$#Arnes#$37
842$#Batea#$37
843$#Bot#$37
844$#Caseres#$37
845$#Corbera d'Ebre#$37
846$#Fatarella, la#$37
847$#Gandesa#$37
848$#Horta de Sant Joan#$37
849$#Pinell de Brai, el#$37
850$#Pobla de Massaluca, la#$37
851$#Prat de Comte#$37
852$#Vilalba dels Arcs#$37
853$#Agramunt#$38
854$#Anglesola#$38
855$#Belianes#$38
856$#Bellpuig#$38
857$#Castellserà#$38
858$#Ciutadilla#$38
859$#Fuliola, la#$38
860$#Guimerà#$38
861$#Maldà#$38
862$#Nalec#$38
863$#Omells de na Gaia, els#$38
864$#Ossó de Sió#$38
865$#Preixana#$38
866$#Puigverd d'Agramunt#$38
867$#Sant Martí de Riucorb#$38
868$#Tàrrega#$38
869$#Tornabous#$38
870$#Vallbona de les Monges#$38
871$#Verdú#$38
872$#Vilagrassa#$38
873$#Arres#$39
874$#Bausen#$39
875$#Bossòst#$39
876$#Bòrdes, es#$39
877$#Canejan#$39
878$#Les#$39
879$#Naut Aran#$39
880$#Vielha e Mijaran#$39
881$#Vilamòs#$39
882$#Badia del Vallès#$40
883$#Barberà del Vallès#$40
884$#Castellar del Vallès#$40
885$#Castellbisbal#$40
886$#Cerdanyola del Vallès#$40
887$#Gallifa#$40
888$#Matadepera#$40
889$#Montcada i Reixac#$40
890$#Palau-solità i Plegamans#$40
891$#Polinyà#$40
892$#Rellinars#$40
893$#Ripollet#$40
894$#Rubí#$40
895$#Sabadell#$40
896$#Sant Cugat del Vallès#$40
897$#Sant Llorenç Savall#$40
898$#Sant Quirze del Vallès#$40
899$#Santa Perpètua de Mogoda#$40
900$#Sentmenat#$40
901$#Terrassa#$40
902$#Ullastrell#$40
903$#Vacarisses#$40
904$#Viladecavalls#$40
905$#Aiguafreda#$41
906$#Ametlla del Vallès, l'#$41
907$#Bigues i Riells#$41
908$#Caldes de Montbui#$41
909$#Campins#$41
910$#Canovelles#$41
911$#Cardedeu#$41
912$#Castellcir#$41
913$#Castellterçol#$41
914$#Cànoves i Samalús#$41
915$#Figaró-Montmany#$41
916$#Fogars de Montclús#$41
917$#Franqueses del Vallès, les#$41
918$#la Garriga#$41
919$#Granera#$41
920$#Granollers#$41
921$#Gualba#$41
922$#Llagosta, la#$41
923$#Llinars del Vallès#$41
924$#Lliçà d'Amunt#$41
925$#Lliçà de Vall#$41
926$#Martorelles#$41
927$#Mollet del Vallès#$41
928$#Montmeló#$41
929$#Montornès del Vallès#$41
930$#Montseny#$41
931$#Parets del Vallès#$41
932$#Roca del Vallès, la#$41
933$#Sant Antoni de Vilamajor#$41
934$#Sant Celoni#$41
935$#Sant Esteve de Palautordera#$41
936$#Sant Feliu de Codines#$41
937$#Sant Fost de Campsentelles#$41
938$#Sant Pere de Vilamajor#$41
939$#Sant Quirze Safaja#$41
940$#Santa Eulàlia de Ronçana#$41
941$#Santa Maria de Martorelles#$41
942$#Santa Maria de Palautordera#$41
943$#Tagamanent#$41
944$#Vallgorguina#$41
945$#Vallromanes#$41
946$#Vilalba Sasserra#$41
947$#Vilanova del Vallès#$41
